Name,B,F,Var,HD,HIP,RA,Dec,vis. mag.,abs. mag.,Dist. (ly),Sp. class,Notes,Spectral type,Temperature,Mass,Radius,Luminosity,Surface gravity,Rotation,Age,Main Star
α Com B,α,42.0,,114379.0,,13h 09m 59.30s,+17° 31′ 46.0″,5.22,,,,component of the α Com system,A: F5V / B: F5V(binary star),6365.0 K,1.237 M☉,,1.72 L☉,4.19 cgs,,,False
17 Com,,17.0,AI,108662.0,60904.0,12h 28m 54.72s,+25° 54′ 46.4″,5.29,0.70,270.0,A0p,"α² Cvn and δ Sct variable, Vmax = 5.23m, Vmin = 5.4m, P = 5.0633 d",A0pA0 SrCrEu,9309.0 K,2.75 M☉,2.09 R☉,42.7 L☉,3.7 cgs,20.4 km/s,101.0 Myr,False
21 Com,,21.0,UU,108945.0,61071.0,12h 31m 00.57s,+24° 34′ 01.9″,5.44,0.57,311.0,A2pvar,"Kissīn; α² CVn and δ Sct variable, Vmax = 5.41m, Vmin = 5.46m",A3p SrCr,8900.0 K,2.29 M☉,2.6 R☉,38.2 L☉,3.9 cgs,2.05219 d,800.0 Myr,False
18 Com,,18.0,,108722.0,60941.0,12h 29m 27.05s,+24° 06′ 32.1″,5.47,1.36,216.0,F5III,,,,,,,,,,False
26 Com,,26.0,,110024.0,61724.0,12h 39m 07.36s,+21° 03′ 45.3″,5.49,0.77,286.0,G9III,,,,,,,,,,False
FS Com,,40.0,FS,113866.0,63950.0,13h 06m 22.58s,+22° 36′ 58.6″,5.53,−0.69,572.0,M5III,"semiregular variable, Vmax = 5.3m, Vmin = 6.1m, P = 58 d",,,,,,,,,False
5 Com,,5.0,,106057.0,59501.0,12h 12m 09.30s,+20° 32′ 31.6″,5.6,−0.26,484.0,K0II-III,,,,,,,,,,False
4 Com,,4.0,,105981.0,59468.0,12h 11m 51.20s,+25° 52′ 13.3″,5.66,−1.22,774.0,K4III,"variable star, ΔV = 0.005m, P = 6.71096 d",,,,,,,,,False
20 Com,,20.0,,108765.0,60957.0,12h 29m 43.22s,+20° 53′ 46.3″,5.68,1.22,254.0,A3V,,,,,,,,,,False
25 Com,,25.0,,109742.0,61571.0,12h 36m 58.35s,+17° 05′ 22.5″,5.7,−0.31,518.0,K5III,,,,,,,,,,False
29 Com,,29.0,,111397.0,62541.0,12h 48m 54.20s,+14° 07′ 21.5″,5.71,0.25,402.0,A1V,36 Virginis,,,,,,,,,False
30 Com,,30.0,,111469.0,62576.0,12h 49m 17.51s,+27° 33′ 08.4″,5.76,0.75,327.0,A2V,,,,,,,,,,False
2 Com,,2.0,,104827.0,58858.0,12h 04m 16.58s,+21° 27′ 33.0″,5.89,0.68,359.0,F0IV-V,,,,,,,,,,False
38 Com,,38.0,,113095.0,63533.0,13h 01m 09.62s,+17° 07′ 23.5″,5.97,0.52,400.0,K0III,,,,,,,,,,False
39 Com,,39.0,,113848.0,63948.0,13h 06m 21.28s,+21° 09′ 12.6″,6.0,2.51,163.0,F4V,,,,,,,,,,False
8 Com,,8.0,,107168.0,60087.0,12h 19m 19.20s,+23° 02′ 04.9″,6.26,1.55,285.0,A8m,,,,,,,,,,False
22 Com,,22.0,,109307.0,61295.0,12h 33m 34.23s,+24° 16′ 58.8″,6.28,1.15,346.0,A4V,,,,,,,,,,False
